Run for getting all meetup cities in USA
Cities: request string:  <Response [200]>
10001,New York,NY,us,10001,0
60601,Chicago,IL,us,60290,1
92101,San Diego,CA,us,92101,2
20001,Washington,DC,us,20001,3
90001,Los Angeles,CA,us,90001,4
77001,Houston,TX,us,77001,5
30301,Atlanta,GA,us,30301,6
94101,San Francisco,CA,us,94101,7
98101,Seattle,WA,us,98101,8
73301,Austin,TX,us,73301,9
19019,Philadelphia,PA,us,19019,10
80201,Denver,CO,us,80201,11
75201,Dallas,TX,us,75201,12
97201,Portland,OR,us,97201,13
2108,Boston,MA,us,02108,14
27601,Raleigh,NC,us,27601,15
11201,Brooklyn,NY,us,11201,16
32801,Orlando,FL,us,32801,17
85001,Phoenix,AZ,us,85001,18
89101,Las Vegas,NV,us,89101,19
55401,Minneapolis,MN,us,55401,20
28201,Charlotte,NC,us,28201,21
94203,Sacramento,CA,us,94203,22
78201,San Antonio,TX,us,78201,23
33601,Tampa,FL,us,33601,24
33301,Fort Lauderdale,FL,us,33301,25
95101,San Jose,CA,us,95101,26
63101,Saint Louis,MO,us,63101,27
33101,Miami,FL,us,33101,28
15201,Pittsburgh,PA,us,15201,29
21201,Baltimore,MD,us,21201,30
32099,Jacksonville,FL,us,32099,31
23218,Richmond,VA,us,23218,32
85701,Tucson,AZ,us,85701,33
43085,Columbus,OH,us,43085,34
37201,Nashville,TN,us,37201,35
45201,Cincinnati,OH,us,45201,36
46201,Indianapolis,IN,us,46201,37
64101,Kansas City,MO,us,64101,38
22201,Arlington,VA,us,22201,39
90401,Santa Monica,CA,us,90401,40
76101,Fort Worth,TX,us,76101,41
55101,Saint Paul,MN,us,55101,42
44101,Cleveland,OH,us,44101,43
92602,Irvine,CA,us,92602,44
94601,Oakland,CA,us,94601,45
53201,Milwaukee,WI,us,53201,46
80901,Colorado Springs,CO,us,80901,47
14602,Rochester,NY,us,14602,48
22030,Fairfax,VA,us,22030,49
87101,Albuquerque,NM,us,87101,50
90801,Long Beach,CA,us,90801,51
23450,Virginia Beach,VA,us,23450,52
85250,Scottsdale,AZ,us,85250,53
22301,Alexandria,VA,us,22301,54
84101,Salt Lake City,UT,us,84101,55
80301,Boulder,CO,us,80301,56
92801,Anaheim,CA,us,92801,57
48201,Detroit,MI,us,48201,58
40201,Louisville,KY,us,40201,59
30006,Marietta,GA,us,30006,60
75023,Plano,TX,us,75023,61
33401,West Palm Beach,FL,us,33401,62
70112,New Orleans,LA,us,70112,63
33701,Saint Petersburg,FL,us,33701,64
2138,Cambridge,MA,us,02138,65
14201,Buffalo,NY,us,14201,66
12201,Albany,NY,us,12201,67
53701,Madison,WI,us,53701,68
27395,Greensboro,NC,us,27395,69
37901,Knoxville,TN,us,37901,70
80120,Littleton,CO,us,80120,71
98004,Bellevue,WA,us,98004,72
27511,Cary,NC,us,27511,73
73101,Oklahoma City,OK,us,73101,74
48103,Ann Arbor,MI,us,48103,75
23501,Norfolk,VA,us,23501,76
20847,Rockville,MD,us,20847,77
10451,Bronx,NY,us,10451,78
27701,Durham,NC,us,27701,79
85201,Mesa,AZ,us,85201,80
76001,Arlington,TX,us,76001,81
92501,Riverside,CA,us,92501,82
98401,Tacoma,WA,us,98401,83
80521,Fort Collins,CO,us,80521,84
74101,Tulsa,OK,us,74101,85
68101,Omaha,NE,us,68101,86
91101,Pasadena,CA,us,91101,87
34230,Sarasota,FL,us,34230,88
2901,Providence,RI,us,02901,89
29601,Greenville,SC,us,29601,90
37501,Memphis,TN,us,37501,91
6901,Stamford,CT,us,06901,92
85233,Gilbert,AZ,us,85233,93
10601,White Plains,NY,us,10601,94
33019,Hollywood,FL,us,33019,95
60159,Schaumburg,IL,us,60159,96
20901,Silver Spring,MD,us,20901,97
85224,Chandler,AZ,us,85224,98
85280,Tempe,AZ,us,85280,99
32301,Tallahassee,FL,us,32301,100
35201,Birmingham,AL,us,35201,101
93650,Fresno,CA,us,93650,102
94301,Palo Alto,CA,us,94301,103
28401,Wilmington,NC,us,28401,104
83701,Boise,ID,us,83701,105
29401,Charleston,SC,us,29401,106
33427,Boca Raton,FL,us,33427,107
7097,Jersey City,NJ,us,07097,108
30004,Alpharetta,GA,us,30004,109
6501,New Haven,CT,us,06501,110
94701,Berkeley,CA,us,94701,111
13201,Syracuse,NY,us,13201,112
94035,Mountain View,CA,us,94035,113
40502,Lexington,KY,us,40502,114
11743,Huntington,NY,us,11743,115
49501,Grand Rapids,MI,us,49501,116
99501,Anchorage,AK,us,99501,117
28801,Asheville,NC,us,28801,118
92605,Huntington Beach,CA,us,92605,119
93301,Bakersfield,CA,us,93301,120
89002,Henderson,NV,us,89002,121
29201,Columbia,SC,us,29201,122
92025,Escondido,CA,us,92025,123
33901,Fort Myers,FL,us,33900,124
96801,Honolulu,HI,us,96801,125
33002,Hialeah,FL,us,33002,126
33060,Pompano Beach,FL,us,33060,127
93550,Palmdale,CA,us,93550,128
89501,Reno,NV,us,89501,129
11102,Astoria,NY,us,11102,130
28301,Fayetteville,NC,us,28301,131
7101,Newark,NJ,us,07101,132
6101,Hartford,CT,us,06101,133
32601,Gainesville,FL,us,32601,134
70801,Baton Rouge,LA,us,70801,135
95060,Santa Cruz,CA,us,95060,136
10301,Staten Island,NY,us,10301,137
98201,Everett,WA,us,98201,138
7450,Ridgewood,NJ,us,07450,139
95401,Santa Rosa,CA,us,95401,140
4101,Portland,ME,us,04101,141
77373,Spring,TX,us,77373,142
8601,Trenton,NJ,us,08601,143
50301,Des Moines,IA,us,50301,144
67201,Wichita,KS,us,67201,145
94085,Sunnyvale,CA,us,94085,146
94595,Walnut Creek,CA,us,94595,147
1601,Worcester,MA,us,01601,148
80010,Aurora,CO,us,80010,149
17101,Harrisburg,PA,us,17101,150
44301,Akron,OH,us,44301,151
98660,Vancouver,WA,us,98660,152
99201,Spokane,WA,us,99201,153
60540,Naperville,IL,us,60540,154
18101,Allentown,PA,us,18101,155
93001,Ventura,CA,us,93001,156
90501,Torrance,CA,us,90501,157
35801,Huntsville,AL,us,35801,158
92008,Carlsbad,CA,us,92008,159
97005,Beaverton,OR,us,97005,160
34101,Naples,FL,us,34101,161
45401,Dayton,OH,us,45400,162
75034,Frisco,TX,us,75034,163
98501,Olympia,WA,us,98501,164
92658,Newport Beach,CA,us,92658,165
31401,Savannah,GA,us,31401,166
92049,Oceanside,CA,us,92049,167
20190,Reston,VA,us,20190,168
32501,Pensacola,FL,us,32501,169
3101,Manchester,NH,us,03101,170
2143,Somerville,MA,us,02143,171
94536,Fremont,CA,us,94536,172
22901,Charlottesville,VA,us,22901,173
43601,Toledo,OH,us,43601,174
19801,Wilmington,DE,us,19801,175
97401,Eugene,OR,us,97401,176
98055,Renton,WA,us,98055,177
93101,Santa Barbara,CA,us,93101,178
75069,McKinney,TX,us,75069,179
33755,Clearwater,FL,us,33755,180
92626,Costa Mesa,CA,us,92626,181
32901,Melbourne,FL,us,32901,182
33109,Miami Beach,FL,us,33109,183
8901,New Brunswick,NJ,us,08901,184
37401,Chattanooga,TN,us,37401,185
21044,Columbia,MD,us,21044,186
48901,Lansing,MI,us,48901,187
12601,Poughkeepsie,NY,us,12601,188
24001,Roanoke,VA,us,24001,189
90209,Beverly Hills,CA,us,90209,190
75014,Irving,TX,us,75014,191
77449,Katy,TX,us,77449,192
94401,San Mateo,CA,us,94401,193
17601,Lancaster,PA,us,17573,194
8002,Cherry Hill,NJ,us,08002,195
95050,Santa Clara,CA,us,95050,196
66204,Overland Park,KS,us,66204,197
85301,Glendale,AZ,us,85301,198
95661,Roseville,CA,us,95661,199
Cities: request string:  <Response [200]>
27514,Chapel Hill,NC,us,27514,0
92401,San Bernardino,CA,us,92401,1
22040,Falls Church,VA,us,22040,2
95350,Modesto,CA,us,95350,3
97301,Salem,OR,us,97301,4
46801,Fort Wayne,IN,us,46801,5
30030,Decatur,GA,us,30030,6
22191,Woodbridge,VA,us,22191,7
92856,Orange,CA,us,92856,8
30042,Lawrenceville,GA,us,30042,9
78664,Round Rock,TX,us,78664,10
76201,Denton,TX,us,76201,11
92589,Temecula,CA,us,92589,12
98052,Redmond,WA,us,98052,13
23320,Chesapeake,VA,us,23320,14
27101,Winston Salem,NC,us,27101,15
33801,Lakeland,FL,us,33801,16
98033,Kirkland,WA,us,98033,17
94901,San Rafael,CA,us,94901,18
60502,Aurora,IL,us,60502,19
5401,Burlington,VT,us,05401,20
1850,Lowell,MA,us,01850,21
